DATE,TEXT 
2018-07-18 13:15:41,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 13:15:35,E. no caso Lula não tem prova mas eles têm convicção... #lulalivre https://t.co/O0sL4YlNiH
2018-07-18 13:15:26,"Na década de 60, existia na África do Sul, parte da comunidade negra que era contra a luta de Nelson Mandela que lu… https://t.co/8tbUajYI95"
2018-07-18 13:15:24,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 13:15:22,"SE EXISTIU UM MELHOR, INDIQUE!!!
#LulaLivre #LulaPresidente #ForaMoro #LulaInocente https://t.co/eDDvo1wFHq"
2018-07-18 13:13:54,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:13:39,"RT @Castro2Monica: Lula não tem que provar sua inocência. Os acusadores é que têm que provar a acusação q fazem a ele. Não conseguiram, mas…"
2018-07-18 13:13:37,"RT @pauloteixeira13: Ontem,100 dias de prisão política do presidente @LulaOficial. Hoje, Mandela completaria 100 anos. Dois símbolos, duas…"
2018-07-18 13:13:30,"A hora é agora:
#LulaLivre 
#FreeLula
#LulaPresidente 
#FaremosPalmaresDeNovo em São Paulo, Brazil https://t.co/4sdgjvmSNv"
2018-07-18 13:13:29,@DCM_online E vai ser pior ! Pq Lula irá os derrotar de dentro da cadeia! Sinceramente eu entendo o desespero dessa… https://t.co/w1SeSO5gEb
2018-07-18 13:13:26,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 13:13:11,"RT @ptbrasiI: A SpOAB promoveu um debate sobre o caso de LulaOficial, a garantia de seu registro como candidato nas eleições e as complexid…"
2018-07-18 13:13:06,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 13:13:01,"RT @pauloteixeira13: Ontem,100 dias de prisão política do presidente @LulaOficial. Hoje, Mandela completaria 100 anos. Dois símbolos, duas…"
2018-07-18 13:13:00,"RT @pauloteixeira13: Ontem,100 dias de prisão política do presidente @LulaOficial. Hoje, Mandela completaria 100 anos. Dois símbolos, duas…"
2018-07-18 13:12:29,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 13:11:47,"Ontem,100 dias de prisão política do presidente @LulaOficial. Hoje, Mandela completaria 100 anos. Dois símbolos, du… https://t.co/M1chOLdNHT"
2018-07-18 13:11:44,RT @redebrasilatual: LÍDERES Semana do centésimo aniversário de nascimento do líder sul-africano também marca os 100 dias em que Lula é man…
2018-07-18 13:11:43,"Quero que festivais, vigílias, abaixo assinados calem minha voz e sejam capazes de tirnar #LulaLivre. Por enquanto… https://t.co/X7rwry0ybQ"
2018-07-18 13:11:26,RT @redebrasilatual: LÍDERES Semana do centésimo aniversário de nascimento do líder sul-africano também marca os 100 dias em que Lula é man…
2018-07-18 13:10:49,#Mandela100  #LulaLivre  Bom dia https://t.co/C3ltFW3TLI
2018-07-18 13:10:14,RT @ptbrasil: Há mais de 100 dias guerreiras e guerreiros de todo o país têm apoiado @LulaOficial na Vigília #LulaLivre. Graças ao moviment…
2018-07-18 13:10:07,RT @mivagodet: ACEITA O DESAFIO? #LulaLivre https://t.co/XCtw8oSpjZ
2018-07-18 13:10:06,"RT @ptbrasiI: A SpOAB promoveu um debate sobre o caso de LulaOficial, a garantia de seu registro como candidato nas eleições e as complexid…"
2018-07-18 13:09:35,RT @ptbrasil: Há mais de 100 dias guerreiras e guerreiros de todo o país têm apoiado @LulaOficial na Vigília #LulaLivre. Graças ao moviment…
2018-07-18 13:09:24,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 13:09:05,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 13:09:00,"RT @Bolsoonaro: @alexandregarcia @tovaga É Brasil 😂😂 https://t.co/VMY2aAYLB5 
#LulaLivre #LULA e @gilmarmendes  é a comédia #STF #STFVergon…"
2018-07-18 13:08:39,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 13:08:21,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:08:11,Novo local da Vigília #LulaLivre é tem terreno alugado na frente da Superintendência da Polícia Federal em Curitiba… https://t.co/POzXbd3mYe
2018-07-18 13:08:00,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:07:47,RT @DilmaResiste: Uma entidade de advogados pediu neste domingo (8/7) ao Tribunal Regional Federal da 4ª Região a prisão do juiz federal Sé…
2018-07-18 13:07:44,"Hoje, às 19h, na CUT Rondônia, lançaremos a Marcha das Margaridas, lembraremos dos 100 anos de Nelson Mandela e os… https://t.co/aaKZz7KRF8"
2018-07-18 13:07:37,LÍDERES Semana do centésimo aniversário de nascimento do líder sul-africano também marca os 100 dias em que Lula é… https://t.co/NXl7jgJm74
2018-07-18 13:07:24,ACEITA O DESAFIO? #LulaLivre https://t.co/XCtw8oSpjZ
2018-07-18 13:07:22,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 13:07:20,"RT @DilmaResiste: 7 Fatos mostram q bolsonazi está longe de ser o melhor candidato p/a seg. pública @LeonelRadde explica #LulaLivre
Assine…"
2018-07-18 13:07:06,RT @ferrugemcartune: É Cara de pau? Chama o Óleo do Meirelles! #golpista #LulaLivre #LulaLivreJá #Lulacandidato #100DiasDeInjustiça https:/…
2018-07-18 13:05:47,"RT @dircecorassa: Boa noite, meu Presidente Lula! #LulaLivre https://t.co/xRDn8tbb24"
2018-07-18 13:05:45,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:05:34,RT @DilmaResiste: Uma entidade de advogados pediu neste domingo (8/7) ao Tribunal Regional Federal da 4ª Região a prisão do juiz federal Sé…
2018-07-18 13:05:09,"RT @Leticiangelim: Juiz que joga no time adversário, não pode apitar o jogo da sua vida. #100DiasDeInjustiça #LulaLivre https://t.co/lydscX…"
2018-07-18 13:04:35,RT @LuizSilvaJF1: Qualquer pessoa com o minimo de conhecimento juridico sabe que o processo contra Lula é uma farsa! #LulaLivre https://t.c…
2018-07-18 13:04:05,"RT @DilmaResiste: 7 Fatos mostram q bolsonazi está longe de ser o melhor candidato p/a seg. pública @LeonelRadde explica #LulaLivre
Assine…"
2018-07-18 13:03:22,RT @sorayabborges: MoroPfMpPRGetcTUCANU$ByCIA inimigos do POVO BRASILEIRO 😢 #MoroNaCadeia LulaValeALuta LulaeuConfio LulaInocente LulaPresi…
2018-07-18 13:03:07,"RT @ptbrasiI: A SpOAB promoveu um debate sobre o caso de LulaOficial, a garantia de seu registro como candidato nas eleições e as complexid…"
2018-07-18 13:03:02,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:03:01,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 13:02:03,"A SpOAB promoveu um debate sobre o caso de LulaOficial, a garantia de seu registro como candidato nas eleições e as… https://t.co/nwjG1JjFok"
2018-07-18 13:02:03,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:01:56,"RT @ptbrasil: A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e as complex…"
2018-07-18 13:01:35,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 13:01:33,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 13:01:10,"A @SpOAB promoveu um debate sobre o caso de @LulaOficial, a garantia de seu registro como candidato nas eleições e… https://t.co/PxXLpR3h7G"
2018-07-18 13:00:06,"#LulaLivre #Resistencia103Dias
Magistrados defenderam nesta segunda (16) a possibilidade do registro da candidatura… https://t.co/hdv8kI7ne5"
2018-07-18 12:59:52,"RT @sandracantii: Bom dia companheiras e companheiros..!
""“Se você falar com um homem numa linguagem que ele compreende, isso entra na cabe…"
2018-07-18 12:59:36,"RT @DeputadoFederal: Mais uma vez a turma da #LavaJato
é desmentida pelos fatos | ""Perícia desmonta tese de Moro &amp; DD e aponta que Odebrech…"
2018-07-18 12:59:05,"RT @DilmaResiste: Você é capaz de identificar a manipulação feita pelo Estadão? Olhe atentamente.
#LulaLivre #Resistencia102Dias https://t.…"
2018-07-18 12:58:57,@galvaobueno Sabemos... Se fosse robô tava postando #LulaLivre  ou #Bolsonaro2018
2018-07-18 12:58:53,"RT @robertabastosn: O da esquerda na foto é o Jucá do MDB sabe? Aquele Jucá do acordo com Supremo com Tudo. O da direita é o Moro, aquele p…"
2018-07-18 12:57:45,"RT @MarivoneProf: 17/07 #OcupaCuritiba101oDia QUEREMOS #LulaLivre CANDIDATO. 🤗
Teori Zavascki: MÉTODO DO JUIZ MORO É ""MEDIEVAL  E
""ENVERGON…"
2018-07-18 12:57:22,"RT @MarivoneProf: 17/07 Sono veio e vou com ele. Ótimo 4ª aos amigos que continuam
usando nos TTs a tag em defesa de #LulaLivre e da democr…"
2018-07-18 12:57:10,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 12:56:55,"RT @JuLanfermann: Todas as obras, que o fantástico mostrou que estão paradas. Todas estavam em plena execução no Governo da Dilma. O Temer…"
2018-07-18 12:56:47,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:55:33,RT @redebrasilatual: #100DiasDeInjustiça #LulaLivre Página na internet traz depoimentos de apoiadores e defensores do restabelecimento da n…
2018-07-18 12:55:18,"RT @dilmabr: @LulaOficial é vítima de uma perseguição implacável, mas é nele que o povo brasileiro enxerga esperança de dias melhores. #Lul…"
2018-07-18 12:55:15,"O povo marcha por #Lula: Diz ao povo que marche!"" Há o tempo de clamar e há o tempo de MARCHAR! Somos os teus pés e… https://t.co/Jt62KARpPI"
2018-07-18 12:54:59,"Se for verdade, essa é a melhor notícia do dia!

#LulaLivre

https://t.co/hgSfCNXcQX via @brasil247"
2018-07-18 12:54:46,"RT @DilmaResiste: Você é capaz de identificar a manipulação feita pelo Estadão? Olhe atentamente.
#LulaLivre #Resistencia102Dias https://t.…"
2018-07-18 12:54:34,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:54:34,"MANDELA PRESENTE !!!

#LULALIVRE 

NAO EXISTE PRISÃO PARA IDEIAS E O BRASIL INTEIRO A CADA SEGUNDO QUE PASSA, PERCE… https://t.co/5qpZhrSGFu"
2018-07-18 12:53:58,RT @Adrianasscamar1: O interessante é que depois da prisão política de #LulaLivre vc miserável cada vez fica mais pobre! Você é um retardad…
2018-07-18 12:53:57,"RT @JuLanfermann: Todas as obras, que o fantástico mostrou que estão paradas. Todas estavam em plena execução no Governo da Dilma. O Temer…"
2018-07-18 12:53:53,"RT @DeputadoFederal: Mais uma vez a turma da #LavaJato
é desmentida pelos fatos | ""Perícia desmonta tese de Moro &amp; DD e aponta que Odebrech…"
2018-07-18 12:53:32,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:53:32,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 12:53:31,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 12:53:26,"RT @DilmaResiste: Você é capaz de identificar a manipulação feita pelo Estadão? Olhe atentamente.
#LulaLivre #Resistencia102Dias https://t.…"
2018-07-18 12:53:23,RT @LuizSilvaJF1: Qualquer pessoa com o minimo de conhecimento juridico sabe que o processo contra Lula é uma farsa! #LulaLivre https://t.c…
2018-07-18 12:53:15,@ricardogsouza O meu disse #lulalivre. Com hashtag e tudo!
2018-07-18 12:53:13,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:53:09,Tudo que o Ciro Gomes está falando na @RBandeirantes sobre o mbl e a bagunça do judiciário no Brasil já era pro pov… https://t.co/DHNQ5EWoaE
2018-07-18 12:52:09,RT @LuizSilvaJF1: Qualquer pessoa com o minimo de conhecimento juridico sabe que o processo contra Lula é uma farsa! #LulaLivre https://t.c…
2018-07-18 12:51:47,RT @Adrianasscamar1: O interessante é que depois da prisão política de #LulaLivre vc miserável cada vez fica mais pobre! Você é um retardad…
2018-07-18 12:51:37,RT @teresaleitao_: Lula segue imbatível em Pernambuco com 65%de intenção de voto e puxando declaração de apoio de dois pré candidatos adver…
2018-07-18 12:51:25,"RT @DilmaResiste: ""Médico acusado de 56 estupros conseguiu HC
Paulo Preto c/ R$200 milhões na Suíça conseguiu HC
Maluf conseguiu diversos H…"
2018-07-18 12:51:06,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 12:51:02,@requiaopmdb Bom dia Senador! Bom dia Rex! Obrigada por visitar o meu presidente #LulaLivre
2018-07-18 12:50:59,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 12:50:40,"RT @DilmaResiste: 7 Fatos mostram q bolsonazi está longe de ser o melhor candidato p/a seg. pública @LeonelRadde explica #LulaLivre
Assine…"
2018-07-18 12:49:54,"Nelson Mandela, que se fosse brasileiro seria odiado e perseguido pelas organizações globo e por toda elite do país… https://t.co/akpgNhjNrm"
2018-07-18 12:48:53,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:48:21,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 12:48:14,RT @brasildefatope: Editorial: A liberdade de Lula nascerá da construção de força e identidade entre a classe trabalhadora. https://t.co/Tn…
2018-07-18 12:47:28,"RT @MarivoneProf: 17/07 #OcupaCuritiba101oDia QUEREMOS #LulaLivre CANDIDATO. 🤗
Teori Zavascki: MÉTODO DO JUIZ MORO É ""MEDIEVAL  E
""ENVERGON…"
2018-07-18 12:47:15,"RT @Luizianne13PT: Qual emoji do Lulinha representa você nesta manhã? 😎🤩😚
#BomDia #LulaLivre #LulaPresidente"
2018-07-18 12:47:08,"RT @sandracantii: Bom dia companheiras e companheiros..!
""“Se você falar com um homem numa linguagem que ele compreende, isso entra na cabe…"
2018-07-18 12:46:38,"RT @DilmaResiste: Você é capaz de identificar a manipulação feita pelo Estadão? Olhe atentamente.
#LulaLivre #Resistencia102Dias https://t.…"
2018-07-18 12:46:26,"Revolta popular, a hora  é agora!!!
#LulaLivre #LulaPresoPolitico #LulaPresidente https://t.co/ND1ikGhUGt"
2018-07-18 12:45:56,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:45:18,"RT @depjorgesolla: A justiça (e seus juízes) existe para nos livrar da tirania de homens comuns, mas quem pode nos salvar de magistrados ti…"
2018-07-18 12:44:54,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 12:44:54,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 12:44:21,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 12:44:00,"RT @depjorgesolla: A justiça (e seus juízes) existe para nos livrar da tirania de homens comuns, mas quem pode nos salvar de magistrados ti…"
2018-07-18 12:43:52,"@FernandoHoliday @cirogomes CIRO só falou o q todos têm vontade kkkkk 
#LulaLivre"
2018-07-18 12:43:38,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 12:42:55,"RT @sandracantii: Bom dia companheiras e companheiros..!
""“Se você falar com um homem numa linguagem que ele compreende, isso entra na cabe…"
2018-07-18 12:42:53,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:42:38,RT @ptbrasil: Há mais de 100 dias guerreiras e guerreiros de todo o país têm apoiado @LulaOficial na Vigília #LulaLivre. Graças ao moviment…
2018-07-18 12:42:24,Dois pesos e duas medidas. #LulaLivre https://t.co/YyvImXDd6O
2018-07-18 12:42:22,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:42:16,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Segundo laudo de uma perícia contratada pela defesa do ex-presidente Lula sobre o sistema…"
2018-07-18 12:42:10,Quando você fala #LulaLivre na internet e a molecada de 14 anos tem brigar! https://t.co/63HNg2FD0H
2018-07-18 12:42:07,"100 dias sem provas...
Êh judiciário medieval
#LulaLivre"
2018-07-18 12:42:00,"RT @LekkoMr: Como anda nosso Judiciário: de acordo com o freguês!

#LulaLivre
#EsquerdistasSeguemEsquerdistas https://t.co/Pyg6uOheLn"
2018-07-18 12:41:56,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 12:41:42,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:41:38,RT @redebrasilatual: #100DiasDeInjustiça #LulaLivre Página na internet traz depoimentos de apoiadores e defensores do restabelecimento da n…
2018-07-18 12:41:31,"RT @robertabastosn: O da esquerda na foto é o Jucá do MDB sabe? Aquele Jucá do acordo com Supremo com Tudo. O da direita é o Moro, aquele p…"
2018-07-18 12:41:31,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 12:40:53,"RT @robertabastosn: O da esquerda na foto é o Jucá do MDB sabe? Aquele Jucá do acordo com Supremo com Tudo. O da direita é o Moro, aquele p…"
2018-07-18 12:40:50,RT @cassianosimoes: Penso diferente. É Lula q está no comando. É ele q dá os caminhos para o  PT. E o PT tem demonstrado fidelidade. É um h…
2018-07-18 12:40:49,"RT @dilmabr: @LulaOficial é vítima de uma perseguição implacável, mas é nele que o povo brasileiro enxerga esperança de dias melhores. #Lul…"
2018-07-18 12:40:36,"@MBRAndrea Levante popular poderia promover mudanças de rumos e impor ao governo realizar a vontade do povo, vide m… https://t.co/gIUt5A683k"
2018-07-18 12:40:36,"RT @sandracantii: Bom dia companheiras e companheiros..!
""“Se você falar com um homem numa linguagem que ele compreende, isso entra na cabe…"
2018-07-18 12:40:32,"RT @dilmabr: @LulaOficial é vítima de uma perseguição implacável, mas é nele que o povo brasileiro enxerga esperança de dias melhores. #Lul…"
2018-07-18 12:40:00,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:39:43,"RT @sandracantii: Bom dia companheiras e companheiros..!
""“Se você falar com um homem numa linguagem que ele compreende, isso entra na cabe…"
2018-07-18 12:39:19,RT @JFMargarida: Vanderlei Luxemburgo afirma que o juiz Sérgio Moro jogou a Constituição no lixo. #LulaLivre #OBrasilFelizDeNovo #100DiasDe…
2018-07-18 12:39:17,Concordo! Presente! #LulaLivre #LulaPresidente https://t.co/txCebBLmOB
2018-07-18 12:36:11,RT @DilmaResiste: Uma entidade de advogados pediu neste domingo (8/7) ao Tribunal Regional Federal da 4ª Região a prisão do juiz federal Sé…
2018-07-18 12:36:08,O QUE FAZ UMA PESSOA AGIR ASSIM?  #LulaLivre #LulaPresidente #ForaMoro #LulaInocente https://t.co/716GEHSBG5
2018-07-18 12:35:47,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:35:45,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 12:35:01,"RT @DeputadoFederal: Mais uma vez a turma da #LavaJato
é desmentida pelos fatos | ""Perícia desmonta tese de Moro &amp; DD e aponta que Odebrech…"
2018-07-18 12:34:46,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 12:34:46,"RT @depjorgesolla: Em meio a esse inverno tenebroso em que o golpe nos submeteu, a onda vibrante em defesa da liberdade de @LulaOficial se…"
2018-07-18 12:34:36,RT @teresaleitao_: Lula segue imbatível em Pernambuco com 65%de intenção de voto e puxando declaração de apoio de dois pré candidatos adver…
2018-07-18 12:34:34,"RT @DilmaResiste: Você é capaz de identificar a manipulação feita pelo Estadão? Olhe atentamente.
#LulaLivre #Resistencia102Dias https://t.…"
2018-07-18 12:34:16,"RT @redebrasilatual: 15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos golpi…"
2018-07-18 12:33:36,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 12:33:14,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:31:42,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:31:38,"15 DE AGOSTO Ex-ministro afirma ao @Brasil_de_Fato que é preciso uma grande mobilização nacional, que mostre aos go… https://t.co/Emy8poAcT3"
2018-07-18 12:31:29,RT @DilmaResiste: “A ameaça de perseguições contra juízes e juízas que proferem decisões fundamentadas que contrariam o pensamento hegemôni…
2018-07-18 12:31:10,RT @LuizSilvaJF1: Qualquer pessoa com o minimo de conhecimento juridico sabe que o processo contra Lula é uma farsa! #LulaLivre https://t.c…
2018-07-18 12:31:07,"Vcs são cúmplices da derrocada brasileira, achavam que tirando Dilma l Brasil ia virar Suécia? #LulaLivre https://t.co/4dUGpmgO8J"
2018-07-18 12:30:41,RT @DilmaResiste: Uma entidade de advogados pediu neste domingo (8/7) ao Tribunal Regional Federal da 4ª Região a prisão do juiz federal Sé…
2018-07-18 12:30:37,"RT @depjorgesolla: A justiça (e seus juízes) existe para nos livrar da tirania de homens comuns, mas quem pode nos salvar de magistrados ti…"
2018-07-18 12:30:15,"RT @DeputadoFederal: MANDELA VIVE, LULA LIVRE!

A prisão política de Lula completa
mais de 100 dias. Hoje, 100 anos do nascimento de Nelson…"
2018-07-18 12:30:12,"RT @DilmaResiste: #LulaLivre #Resistencia102Dias
Associação Juízes para a Democracia divulga nota de apoio ao desembargador Rogério Favreto…"
2018-07-18 12:29:57,"RT @dilmabr: @LulaOficial é vítima de uma perseguição implacável, mas é nele que o povo brasileiro enxerga esperança de dias melhores. #Lul…"
2018-07-18 12:29:46,"RT @DeputadoFederal: CONHEÇA OS CRIMES DE MORO

1 - Desobediência
2 - Abuso de Autoridade
3 - Prevaricação
4 - Condenar inocente

#LulaLivr…"
2018-07-18 12:29:37,Ato #LulaLivre em Fortaleza-CE. Cobertura: Daniel Pearl Bezerra. https://t.co/r57RcUSM6d
2018-07-18 12:29:01,"RT @depjorgesolla: Em meio a esse inverno tenebroso em que o golpe nos submeteu, a onda vibrante em defesa da liberdade de @LulaOficial se…"
2018-07-18 12:28:42,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 12:28:32,"@gilmarmendes faça justiça , tire o Lula da cárcere, não há provas contra@ele M, prometo esquecer que vc liberou to… https://t.co/sqOIYiY9w7"
2018-07-18 12:28:31,"RT @depjorgesolla: A justiça (e seus juízes) existe para nos livrar da tirania de homens comuns, mas quem pode nos salvar de magistrados ti…"
2018-07-18 12:28:30,"RT @orlandosilva: Já é tarde, mas sempre é hora para denunciar que o líder de todas as pesquisas eleitorais, o presidente de maior populari…"
2018-07-18 12:28:24,Ato #LulaLivre em Fortaleza-CE. Cobertura: Daniel Pearl Bezerra. https://t.co/qsUMtUNoFX
2018-07-18 12:28:19,RT @amulherqueanda: Toda a podridão da justiça brasileira exposta #LulaLivre https://t.co/IaqYOTm9hB
2018-07-18 12:28:06,RT @amulherqueanda: Toda a podridão da justiça brasileira exposta #LulaLivre https://t.co/IaqYOTm9hB
2018-07-18 12:28:06,Ato #LulaLivre em Fortaleza-CE. Cobertura: Daniel Pearl Bezerra. https://t.co/6Ep16tlsBg
2018-07-18 12:27:54,RT @DilmaResiste: Uma entidade de advogados pediu neste domingo (8/7) ao Tribunal Regional Federal da 4ª Região a prisão do juiz federal Sé…
2018-07-18 12:27:54,"RT @danibacedo: 686 dias do Golpe
545 dias q Teori morreu no acidente ""misterioso""
126 dias q Marielle foi assassinada
100 dias q Lula está…"
2018-07-18 12:27:37,RT @LuizSilvaJF1: Qualquer pessoa com o minimo de conhecimento juridico sabe que o processo contra Lula é uma farsa! #LulaLivre https://t.c…
2018-07-18 12:27:20,RT @ptbrasil: Há mais de 100 dias guerreiras e guerreiros de todo o país têm apoiado @LulaOficial na Vigília #LulaLivre. Graças ao moviment…
2018-07-18 12:27:10,"RT @_presopolitico: ""LULA: VOU SER CANDIDATO PARA RECUPERAR A SOBERANIA NACIONAL"" vc é nossa unica esperança, presidente. #LulaLivre https:…"
